Complaint_ID,Product_ID,Customer_ID,Complaint_Date,Complaint_Type,Resolution_Time_Days,Complaint_Status,Satisfaction_Score,Customer_Loyalty_Score,Customer_Service_Interaction,Brand_Perceived_Image,Customer_Feedback,Additional_Comments
4135,5338,6161,2024-12-05 06:32:30.412051392,Late Delivery,13.0,Unresolved,2.007699263851184,5.997624223418796,Positive,Average,"Resolution was fine, but the shipping took forever!",Packaging was fine but the actual product had issues.
4136,3836,3000,2024-12-05 06:32:30.412051392,Incorrect Product,12.0,Pending,4.603236818552301,3.470119749602228,Negative,Average,"Honestly, the product wasn't great. Wouldn't recommend it.","I dunno, but the product just wasn't what I thought. Disappointed."
4137,7432,3889,2024-12-05 06:32:30.412051392,Incorrect Product,18.0,Unresolved,,1.7934530955790184,Positive,Excellent,"Arrived in a damaged box, not happy. Seriously?","Took way too long to get fixed, but the service was okay I guess."
4138,607,8541,2024-12-05 06:32:30.412051392,Incorrect Product,24.0,Unresolved,3.290950663299196,9.454605702722677,Negative,Excellent,,"Honestly, the product wasn't great. Wouldn't recommend it."
4139,7793,1435,2024-12-05 06:32:30.412051392,Late Delivery,27.0,Unresolved,1.1383476174274807,,Neutral,Good,"Honestly, the product wasn't great. Wouldn't recommend it.","Honestly, the product wasn't great. Wouldn't recommend it."
4140,1458,992,2024-12-05 06:32:30.412051392,Late Delivery,11.0,Pending,7.719385779119448,6.253156062613516,Neutral,Excellent,Got the wrong item... so frustrating! What a waste of time.,"Arrived in a damaged box, not happy. Seriously?"
4141,40,2693,2024-12-05 06:32:30.412051392,Quality Issue,6.0,Unresolved,,4.308183357048843,Negative,Excellent,"Took way too long to get fixed, but the service was okay I guess.",Package came way late. Not ordering from here again.
4142,1754,11185,2024-12-05 06:32:30.412051392,Incorrect Product,16.0,Unresolved,5.045967554585877,6.601723480728388,Negative,Poor,"Took way too long to get fixed, but the service was okay I guess.","Resolution was fine, but the shipping took forever!"
4143,5424,3123,2024-12-05 06:32:30.412051392,Damaged Product,24.0,Resolved,2.779947361019042,8.78458309587205,Neutral,Poor,"Honestly, the product wasn't great. Wouldn't recommend it.",Package came way late. Not ordering from here again.
4144,5544,4159,2024-12-05 06:32:30.412051392,Packaging Issue,,Pending,2.194113913067654,6.324106056891213,Neutral,Excellent,Got the wrong item... so frustrating! What a waste of time.,Customer service wasn't helpful. Not coming back.
4145,2160,1549,2024-12-05 06:32:30.412051392,Late Delivery,10.0,Unresolved,3.3303462369982535,2.1396813029342585,Negative,Average,"Took way too long to get fixed, but the service was okay I guess.","Resolution was fine, but the shipping took forever!"
4146,5979,1566,2024-12-05 06:32:30.412051392,Packaging Issue,29.0,Unresolved,7.246531998716601,6.314371050867502,Negative,Poor,"Resolution was fine, but the shipping took forever!","Arrived in a damaged box, not happy. Seriously?"
4147,1141,2711,2024-12-05 06:32:30.412051392,Packaging Issue,2.0,Unresolved,8.216088802267361,7.52211828139068,Positive,Excellent,"Took way too long to get fixed, but the service was okay I guess.",Customer service wasn't helpful. Not coming back.
4148,6161,5883,2024-12-05 06:32:30.412051392,Late Delivery,4.0,Resolved,1.1105671376788069,3.1378190961889096,Neutral,Excellent,"Arrived in a damaged box, not happy. Seriously?","Honestly, the product wasn't great. Wouldn't recommend it."
4149,1078,10744,2024-12-05 06:32:30.412051392,Damaged Product,29.0,Resolved,,9.23455665937107,Neutral,Poor,Package came way late. Not ordering from here again.,Packaging was fine but the actual product had issues.
4150,7070,1381,2024-12-05 06:32:30.412051392,Damaged Product,28.0,Pending,9.347792737152286,8.063007470331813,Neutral,Excellent,Got the wrong item... so frustrating! What a waste of time.,Got the wrong item... so frustrating! What a waste of time.
4151,1587,8499,2024-12-05 06:32:30.412051392,Late Delivery,17.0,Unresolved,4.822977271609595,5.41806326143812,Negative,Poor,Customer service wasn't helpful. Not coming back.,The color was different from the online pictures. Product's okay but that's a letdown.
4152,11252,3498,2024-12-05 06:32:30.412051392,Incorrect Product,7.0,Pending,2.7212446819130633,2.286880636434953,Negative,Excellent,"Resolution was fine, but the shipping took forever!",Customer service wasn't helpful. Not coming back.
4153,10335,9409,2024-12-05 06:32:30.412051392,Packaging Issue,8.0,Pending,3.280837443845834,6.4713708691276155,Neutral,Good,"Honestly, the product wasn't great. Wouldn't recommend it.","I dunno, but the product just wasn't what I thought. Disappointed."
4154,10096,3730,2024-12-05 06:32:30.412051392,Damaged Product,27.0,Unresolved,8.779863570762487,2.809546038542743,Neutral,Excellent,Packaging was fine but the actual product had issues.,Packaging was fine but the actual product had issues.
4155,10236,10789,2024-12-05 06:32:30.412051392,Incorrect Product,18.0,Unresolved,4.343417159113983,7.77957137900407,Positive,Poor,Got the wrong item... so frustrating! What a waste of time.,Got the wrong item... so frustrating! What a waste of time.
4156,116,10635,2024-12-05 06:32:30.412051392,Packaging Issue,15.0,Pending,7.763998236516708,9.977447569297954,Neutral,Average,The color was different from the online pictures. Product's okay but that's a letdown.,"Arrived in a damaged box, not happy. Seriously?"
4157,1751,2752,2024-12-05 06:32:30.412051392,Quality Issue,7.0,Unresolved,6.105261661173731,1.217481912921643,Neutral,Average,Customer service wasn't helpful. Not coming back.,Package came way late. Not ordering from here again.
4158,171,8330,2024-12-05 06:32:30.412051392,Incorrect Product,6.0,Resolved,23.01455044821189,6.330700092595628,Negative,Average,"I dunno, but the product just wasn't what I thought. Disappointed.",Packaging was fine but the actual product had issues.
4159,9460,188,2024-12-05 06:32:30.412051392,Incorrect Product,,Unresolved,5.202131430157605,1.1217367322953065,Neutral,Good,"Resolution was fine, but the shipping took forever!","Arrived in a damaged box, not happy. Seriously?"
4160,2149,10859,2024-12-05 06:32:30.412051392,Damaged Product,4.0,Resolved,2.458050205308425,5.2728944968972,Positive,Poor,Packaging was fine but the actual product had issues.,Customer service wasn't helpful. Not coming back.
4161,10275,804,2024-12-05 06:32:30.412051392,Late Delivery,16.0,Resolved,7.721922323709546,3.559532725514144,Neutral,Excellent,"Honestly, the product wasn't great. Wouldn't recommend it.","Took way too long to get fixed, but the service was okay I guess."
4162,2340,5656,2024-12-05 06:32:30.412051392,Damaged Product,25.0,Resolved,9.96646560736579,6.000666275949771,Positive,Excellent,"Took way too long to get fixed, but the service was okay I guess.","Honestly, the product wasn't great. Wouldn't recommend it."
4163,7537,6714,2024-12-05 06:32:30.412051392,Quality Issue,9.0,Pending,1.2462067032674773,6.789625136672629,Negative,Good,"Honestly, the product wasn't great. Wouldn't recommend it.",Packaging was fine but the actual product had issues.
4164,9114,10557,2024-12-05 06:32:30.412051392,Incorrect Product,28.0,Resolved,4.050089199510955,1.1623363133065978,Negative,Excellent,Packaging was fine but the actual product had issues.,"Took way too long to get fixed, but the service was okay I guess."
4165,11115,8696,2024-12-05 06:32:30.412051392,Damaged Product,29.0,Unresolved,4.159461657091201,9.852460086051599,Positive,Average,Customer service wasn't helpful. Not coming back.,"Honestly, the product wasn't great. Wouldn't recommend it."
4166,6009,326,2024-12-05 06:32:30.412051392,Incorrect Product,29.0,Resolved,9.322467324486043,2.46602534911764,Neutral,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",Packaging was fine but the actual product had issues.
4167,4016,4975,2024-12-05 06:32:30.412051392,Packaging Issue,4.0,Unresolved,6.2340523567789345,8.44950217049541,Neutral,Poor,Package came way late. Not ordering from here again.,Packaging was fine but the actual product had issues.
4168,2651,8246,2024-12-05 06:32:30.412051392,Packaging Issue,26.0,Unresolved,,1.933139200619963,Positive,Average,"Honestly, the product wasn't great. Wouldn't recommend it.","I dunno, but the product just wasn't what I thought. Disappointed."
4169,2665,8310,2024-12-05 06:32:30.412051392,Quality Issue,25.0,Resolved,6.168267564624033,8.707303963303932,Neutral,Good,Got the wrong item... so frustrating! What a waste of time.,Packaging was fine but the actual product had issues.
4170,6107,2220,2024-12-05 06:32:30.412051392,Quality Issue,6.0,Unresolved,3.5491912832920685,5.6709640055355095,Neutral,Average,The color was different from the online pictures. Product's okay but that's a letdown.,"Arrived in a damaged box, not happy. Seriously?"
4171,8369,1744,2024-12-05 06:32:30.412051392,Quality Issue,6.0,Pending,2.415845098390464,7.639914708534519,Neutral,Good,"I dunno, but the product just wasn't what I thought. Disappointed.",Packaging was fine but the actual product had issues.
4172,911,7371,2024-12-05 06:32:30.412051392,Damaged Product,26.0,Resolved,7.0598318039183345,6.469980306267363,Negative,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.",The color was different from the online pictures. Product's okay but that's a letdown.
4173,1441,7704,2024-12-05 06:32:30.412051392,Packaging Issue,12.0,Resolved,9.59217677208878,2.34690832594948,Negative,Excellent,Got the wrong item... so frustrating! What a waste of time.,Package came way late. Not ordering from here again.
4174,7612,7474,2024-12-05 06:32:30.412051392,Damaged Product,3.0,Pending,8.839158010260569,1.7849414766992524,Positive,Average,Got the wrong item... so frustrating! What a waste of time.,"Resolution was fine, but the shipping took forever!"
4175,10003,7576,2024-12-05 06:32:30.412051392,Incorrect Product,27.0,Unresolved,3.835565922403271,,Negative,Poor,Customer service wasn't helpful. Not coming back.,Customer service wasn't helpful. Not coming back.
4176,9756,7286,2024-12-05 06:32:30.412051392,Packaging Issue,16.0,Resolved,1.871812146698327,5.021120174821503,Positive,Good,Customer service wasn't helpful. Not coming back.,"Resolution was fine, but the shipping took forever!"
4177,7561,4863,2024-12-05 06:32:30.412051392,Damaged Product,25.0,Resolved,2.707774102508374,5.600070248040586,Negative,Poor,"Honestly, the product wasn't great. Wouldn't recommend it.","Resolution was fine, but the shipping took forever!"
4178,10608,5414,2024-12-05 06:32:30.412051392,Packaging Issue,6.0,Pending,7.904050198136578,6.022041194122275,Neutral,Good,"Took way too long to get fixed, but the service was okay I guess.","Honestly, the product wasn't great. Wouldn't recommend it."
4179,6173,2278,2024-12-05 06:32:30.412051392,Late Delivery,16.0,Resolved,4.735599101514375,9.60485231749995,Positive,Good,"Honestly, the product wasn't great. Wouldn't recommend it.",Customer service wasn't helpful. Not coming back.
4180,8698,9455,2024-12-05 06:32:30.412051392,Packaging Issue,8.0,Pending,5.992524540999609,1.785484919662916,Neutral,Good,The color was different from the online pictures. Product's okay but that's a letdown.,"Honestly, the product wasn't great. Wouldn't recommend it."
4181,2809,6629,2024-12-05 06:32:30.412051392,Late Delivery,5.0,Pending,7.548239691337575,1.5052480098589907,Positive,Poor,Package came way late. Not ordering from here again.,"I dunno, but the product just wasn't what I thought. Disappointed."
4182,5063,6099,2024-12-05 06:32:30.412051392,Damaged Product,25.0,Resolved,1.5995553764644965,3.3023970193030054,Neutral,Good,"Took way too long to get fixed, but the service was okay I guess.",Packaging was fine but the actual product had issues.
4183,10734,7674,2024-12-05 06:32:30.412051392,Packaging Issue,15.0,Pending,1.341885722737994,4.366919676867878,Neutral,Average,"Arrived in a damaged box, not happy. Seriously?",Customer service wasn't helpful. Not coming back.
4184,8811,591,2024-12-05 06:32:30.412051392,Damaged Product,,Unresolved,6.287547066853243,9.135886609543734,Positive,Average,"Honestly, the product wasn't great. Wouldn't recommend it.",Packaging was fine but the actual product had issues.
4185,7384,8726,2024-12-05 06:32:30.412051392,Incorrect Product,12.0,Unresolved,7.5548228537105,7.177944631840792,Negative,Excellent,Got the wrong item... so frustrating! What a waste of time.,"Took way too long to get fixed, but the service was okay I guess."
4186,6784,4786,2024-12-05 06:32:30.412051392,Late Delivery,29.0,Resolved,8.67028667027604,5.2332742497660885,Negative,Average,"Honestly, the product wasn't great. Wouldn't recommend it.","Took way too long to get fixed, but the service was okay I guess."
4187,6119,2161,2024-12-05 06:32:30.412051392,Packaging Issue,12.0,Pending,9.43290983097484,1.0706633775978327,Positive,Poor,Got the wrong item... so frustrating! What a waste of time.,
4188,1118,8929,2024-12-05 06:32:30.412051392,Late Delivery,13.0,Resolved,6.164386924049505,9.691484354365985,Positive,Excellent,"Took way too long to get fixed, but the service was okay I guess.","Resolution was fine, but the shipping took forever!"
4189,6462,626,2024-12-05 06:32:30.412051392,Quality Issue,8.0,Resolved,2.6012467872889773,3.5794655577297445,Positive,Excellent,Got the wrong item... so frustrating! What a waste of time.,Got the wrong item... so frustrating! What a waste of time.
4190,9721,7948,2024-12-05 06:32:30.412051392,Late Delivery,21.0,Resolved,2.5133816147833543,8.121567588343304,Negative,Average,"Resolution was fine, but the shipping took forever!","I dunno, but the product just wasn't what I thought. Disappointed."
4191,865,6504,2024-12-05 06:32:30.412051392,Late Delivery,2.0,Pending,3.9647941692299016,9.359218156930632,Neutral,Excellent,"Honestly, the product wasn't great. Wouldn't recommend it.","Took way too long to get fixed, but the service was okay I guess."
4192,1273,3018,2024-12-05 06:32:30.412051392,Incorrect Product,20.0,Unresolved,5.5979264975209215,2.501034114493656,Negative,Average,Packaging was fine but the actual product had issues.,Package came way late. Not ordering from here again.
4193,4175,10215,2024-12-05 06:32:30.412051392,Packaging Issue,28.0,Resolved,8.213288878182436,7.1116443846621085,Negative,Average,"I dunno, but the product just wasn't what I thought. Disappointed.",Customer service wasn't helpful. Not coming back.
4194,3906,1204,2024-12-05 06:32:30.412051392,Packaging Issue,10.0,Resolved,5.606710462623558,9.029871447761614,Neutral,Good,The color was different from the online pictures. Product's okay but that's a letdown.,Got the wrong item... so frustrating! What a waste of time.
4195,6178,3180,2024-12-05 06:32:30.412051392,Quality Issue,7.0,Resolved,5.577159047535429,3.7779134995397863,Neutral,Excellent,"Resolution was fine, but the shipping took forever!","Resolution was fine, but the shipping took forever!"
4196,4341,6075,2024-12-05 06:32:30.412051392,Quality Issue,11.0,Resolved,7.869343292437472,3.1094678673207565,Neutral,Good,Got the wrong item... so frustrating! What a waste of time.,"Resolution was fine, but the shipping took forever!"
4197,2553,991,2024-12-05 06:32:30.412051392,Damaged Product,28.0,Unresolved,9.883698535600328,7.104909934409506,Neutral,Good,"Arrived in a damaged box, not happy. Seriously?","Honestly, the product wasn't great. Wouldn't recommend it."
4198,7082,10249,2024-12-05 06:32:30.412051392,Incorrect Product,1.0,Resolved,4.79904671654714,1.6460642642831185,Neutral,Excellent,"Arrived in a damaged box, not happy. Seriously?",Package came way late. Not ordering from here again.
4199,4962,3358,2024-12-05 06:32:30.412051392,Damaged Product,,Pending,2.4803872258388724,4.260089349337731,Neutral,Poor,"Arrived in a damaged box, not happy. Seriously?","Honestly, the product wasn't great. Wouldn't recommend it."
4200,5343,6930,2024-12-05 06:32:30.412051392,Late Delivery,6.0,Unresolved,4.879342821217939,2.306657392273705,Negative,Average,Customer service wasn't helpful. Not coming back.,"Resolution was fine, but the shipping took forever!"
4201,10059,4365,2024-12-05 06:32:30.412051392,Incorrect Product,11.0,Resolved,8.167762785928492,4.240201821126265,Neutral,Excellent,Got the wrong item... so frustrating! What a waste of time.,"I dunno, but the product just wasn't what I thought. Disappointed."
4202,10173,5910,2024-12-05 06:32:30.412051392,Late Delivery,24.0,Resolved,5.727088627389269,5.4703134982785135,Negative,Good,The color was different from the online pictures. Product's okay but that's a letdown.,Package came way late. Not ordering from here again.
4203,5239,7701,2024-12-05 06:32:30.412051392,Quality Issue,11.0,Resolved,6.204998934420491,8.033286991006669,Negative,Average,Got the wrong item... so frustrating! What a waste of time.,"Honestly, the product wasn't great. Wouldn't recommend it."
4204,495,2028,2024-12-05 06:32:30.412051392,Quality Issue,10.0,Pending,7.874090922432025,,Positive,Poor,"Resolution was fine, but the shipping took forever!","Arrived in a damaged box, not happy. Seriously?"
4205,7582,924,2024-12-05 06:32:30.412051392,Packaging Issue,11.0,Pending,5.474789322829745,7.642697898673411,Negative,Excellent,Customer service wasn't helpful. Not coming back.,Got the wrong item... so frustrating! What a waste of time.
4206,143,5550,2024-12-05 06:32:30.412051392,Packaging Issue,,Unresolved,4.59911064943418,3.8061145516670525,Neutral,Good,Packaging was fine but the actual product had issues.,"Resolution was fine, but the shipping took forever!"
4207,2366,5205,2024-12-05 06:32:30.412051392,Late Delivery,18.0,Resolved,9.033252170132327,5.66040319314405,Negative,Average,Customer service wasn't helpful. Not coming back.,"I dunno, but the product just wasn't what I thought. Disappointed."
4208,725,1660,2024-12-05 06:32:30.412051392,Packaging Issue,23.0,Pending,2.9681858241860617,8.850755090313408,Neutral,Poor,Got the wrong item... so frustrating! What a waste of time.,The color was different from the online pictures. Product's okay but that's a letdown.
4209,11189,8595,2024-12-05 06:32:30.412051392,Quality Issue,25.0,Pending,7.795116124358464,8.34140759059579,Negative,Poor,Package came way late. Not ordering from here again.,Got the wrong item... so frustrating! What a waste of time.
4210,8697,3626,2024-12-05 06:32:30.412051392,Damaged Product,4.0,Unresolved,7.311781446314637,3.3741577779196925,Positive,Poor,Packaging was fine but the actual product had issues.,Packaging was fine but the actual product had issues.
4211,5647,3900,2024-12-05 06:32:30.412051392,Packaging Issue,6.0,Unresolved,2.558588262079771,5.1667853150357494,Negative,Excellent,"Took way too long to get fixed, but the service was okay I guess.","Arrived in a damaged box, not happy. Seriously?"
4212,7083,4578,2024-12-05 06:32:30.412051392,Quality Issue,20.0,Pending,1.6035758936968498,6.965569330729588,Positive,Average,Packaging was fine but the actual product had issues.,
4213,4243,7929,2024-12-05 06:32:30.412051392,Quality Issue,16.0,Resolved,3.5088341502393052,2.1278314474228113,Negative,Excellent,Package came way late. Not ordering from here again.,Packaging was fine but the actual product had issues.
4214,2045,4712,2024-12-05 06:32:30.412051392,Quality Issue,4.0,Resolved,8.377741725633227,8.732907528566216,Neutral,Good,"Arrived in a damaged box, not happy. Seriously?",The color was different from the online pictures. Product's okay but that's a letdown.
4215,2894,4287,2024-12-05 06:32:30.412051392,Incorrect Product,8.0,Unresolved,2.3005940203645685,8.838820881716925,Positive,Good,"Arrived in a damaged box, not happy. Seriously?",Customer service wasn't helpful. Not coming back.
4216,8673,3563,2024-12-05 06:32:30.412051392,Late Delivery,1.0,Resolved,8.906461301162228,2.9219097685929603,Positive,Excellent,Customer service wasn't helpful. Not coming back.,"I dunno, but the product just wasn't what I thought. Disappointed."
4217,7160,5495,2024-12-05 06:32:30.412051392,Incorrect Product,24.0,Resolved,9.174939337907773,5.100202393219828,Negative,Good,Package came way late. Not ordering from here again.,Package came way late. Not ordering from here again.
4218,10089,4140,2024-12-05 06:32:30.412051392,Damaged Product,24.0,Resolved,5.8980079902605524,2.2290204608233175,Positive,Excellent,Got the wrong item... so frustrating! What a waste of time.,The color was different from the online pictures. Product's okay but that's a letdown.
4219,2933,8432,2024-12-05 06:32:30.412051392,Incorrect Product,8.0,Pending,7.863054137166706,8.258789564788582,Negative,Average,"Arrived in a damaged box, not happy. Seriously?","Honestly, the product wasn't great. Wouldn't recommend it."
4220,3103,94,2024-12-05 06:32:30.412051392,Late Delivery,21.0,Resolved,2.000830542040094,9.720533817420987,Positive,Good,"I dunno, but the product just wasn't what I thought. Disappointed.",Customer service wasn't helpful. Not coming back.
4221,2908,4956,2024-12-05 06:32:30.412051392,Late Delivery,11.0,Resolved,2.01835989484983,3.5434040926339425,Negative,Average,The color was different from the online pictures. Product's okay but that's a letdown.,Packaging was fine but the actual product had issues.
4222,3253,5368,2024-12-05 06:32:30.412051392,Incorrect Product,14.0,Unresolved,9.037046432442088,1.644155664248169,Positive,Poor,Packaging was fine but the actual product had issues.,"Took way too long to get fixed, but the service was okay I guess."
4223,4744,56,2024-12-05 06:32:30.412051392,Late Delivery,10.0,Resolved,6.023977813995332,,Neutral,Average,"Honestly, the product wasn't great. Wouldn't recommend it.","Resolution was fine, but the shipping took forever!"
4224,5580,9370,2024-12-05 06:32:30.412051392,Quality Issue,12.0,Pending,7.402542945555188,9.664389931399784,Neutral,Poor,"Resolution was fine, but the shipping took forever!",Package came way late. Not ordering from here again.
4225,781,4113,2024-12-05 06:32:30.412051392,Quality Issue,12.0,Resolved,3.613420147464836,7.546189825680579,Negative,Poor,"Took way too long to get fixed, but the service was okay I guess.","Took way too long to get fixed, but the service was okay I guess."
4226,7471,9416,2024-12-05 06:32:30.412051392,Packaging Issue,4.0,Unresolved,2.0748090697003287,3.8772530108852528,Neutral,Average,"I dunno, but the product just wasn't what I thought. Disappointed.",Got the wrong item... so frustrating! What a waste of time.
4227,5012,118,2024-12-05 06:32:30.412051392,Packaging Issue,21.0,Pending,5.7542130960692,2.3140218922866818,Neutral,Good,,Package came way late. Not ordering from here again.
4228,10918,303,2024-12-05 06:32:30.412051392,Late Delivery,7.0,Pending,6.205784454630035,2.4127300038728117,Positive,Good,,"Arrived in a damaged box, not happy. Seriously?"
4229,6643,9647,2024-12-05 06:32:30.412051392,Damaged Product,15.0,Unresolved,6.000708761656992,8.082460120694524,Neutral,Good,Packaging was fine but the actual product had issues.,Package came way late. Not ordering from here again.
4230,2311,9420,2024-12-05 06:32:30.412051392,Packaging Issue,18.0,Resolved,2.62893912644597,5.374673838118523,Negative,Good,,"Honestly, the product wasn't great. Wouldn't recommend it."
4231,1746,4611,2024-12-05 06:32:30.412051392,Quality Issue,,Resolved,4.6383987374559315,9.878050590459763,Negative,Good,The color was different from the online pictures. Product's okay but that's a letdown.,Packaging was fine but the actual product had issues.
4232,9104,8620,2024-12-05 06:32:30.412051392,Late Delivery,24.0,Pending,6.832309788146611,5.744118743805676,Positive,Poor,"Arrived in a damaged box, not happy. Seriously?","Resolution was fine, but the shipping took forever!"
4233,3326,1871,2024-12-05 06:32:30.412051392,Damaged Product,9.0,Resolved,2.1349067702237683,4.921251744904574,Positive,Average,Packaging was fine but the actual product had issues.,"Took way too long to get fixed, but the service was okay I guess."
4234,6034,4004,2024-12-05 06:32:30.412051392,Late Delivery,,Pending,5.828421107386521,7.42367070996973,Negative,Poor,Package came way late. Not ordering from here again.,The color was different from the online pictures. Product's okay but that's a letdown.
4235,4108,3027,2024-12-05 06:32:30.412051392,Packaging Issue,22.0,Pending,7.097846830390121,6.915834568424746,Positive,Excellent,The color was different from the online pictures. Product's okay but that's a letdown.,"I dunno, but the product just wasn't what I thought. Disappointed."
4236,7682,8034,2024-12-05 06:32:30.412051392,Damaged Product,11.0,Pending,7.211361453727456,7.9256985955207195,Negative,Good,"I dunno, but the product just wasn't what I thought. Disappointed.","Took way too long to get fixed, but the service was okay I guess."
4237,515,119,2024-12-05 06:32:30.412051392,Packaging Issue,12.0,Unresolved,9.614337908398344,6.5853633963670495,Neutral,Good,Customer service wasn't helpful. Not coming back.,"Resolution was fine, but the shipping took forever!"
4238,8757,7934,2024-12-05 06:32:30.412051392,Late Delivery,19.0,Unresolved,3.9036606604836424,5.8745858242119695,Positive,Good,"Resolution was fine, but the shipping took forever!","Honestly, the product wasn't great. Wouldn't recommend it."
4239,340,10944,2024-12-05 06:32:30.412051392,Quality Issue,11.0,Resolved,3.52064566834612,1.1043520774870206,Positive,Excellent,"Took way too long to get fixed, but the service was okay I guess.",Package came way late. Not ordering from here again.
4240,7157,6351,2024-12-05 06:32:30.412051392,Late Delivery,8.0,Unresolved,7.342493164310261,5.083580663801669,Negative,Excellent,"Honestly, the product wasn't great. Wouldn't recommend it.",The color was different from the online pictures. Product's okay but that's a letdown.
4241,3072,2156,2024-12-05 06:32:30.412051392,Packaging Issue,11.0,Resolved,9.042078081698964,5.285857577956153,Neutral,Poor,Package came way late. Not ordering from here again.,The color was different from the online pictures. Product's okay but that's a letdown.
4242,8375,9119,2024-12-05 06:32:30.412051392,Incorrect Product,13.0,Resolved,1.1956235013000505,9.239723843913344,Negative,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.",Customer service wasn't helpful. Not coming back.
4243,2204,10721,2024-12-05 06:32:30.412051392,Damaged Product,29.0,Resolved,,4.679513721329621,Positive,Excellent,The color was different from the online pictures. Product's okay but that's a letdown.,"I dunno, but the product just wasn't what I thought. Disappointed."
4244,3362,5282,2024-12-05 06:32:30.412051392,Late Delivery,15.0,Unresolved,,2.2307441285497465,Neutral,Excellent,Packaging was fine but the actual product had issues.,Package came way late. Not ordering from here again.
4245,4544,10370,2024-12-05 06:32:30.412051392,Packaging Issue,22.0,Unresolved,2.780752486687951,4.336685900527932,Neutral,Excellent,,"Honestly, the product wasn't great. Wouldn't recommend it."
4246,6372,5396,2024-12-05 06:32:30.412051392,Damaged Product,9.0,Resolved,9.113204359846682,8.601486621670485,Negative,Average,Customer service wasn't helpful. Not coming back.,"Resolution was fine, but the shipping took forever!"
4247,8031,10478,2024-12-05 06:32:30.412051392,Quality Issue,25.0,Pending,2.04856324741728,8.673455779634413,Neutral,Average,Got the wrong item... so frustrating! What a waste of time.,"Arrived in a damaged box, not happy. Seriously?"
4248,8863,10649,2024-12-05 06:32:30.412051392,Late Delivery,,Resolved,4.166638786496156,1.8278790432274916,Negative,Good,"Took way too long to get fixed, but the service was okay I guess.","Resolution was fine, but the shipping took forever!"
4249,10460,11119,2024-12-05 06:32:30.412051392,Packaging Issue,,Pending,4.153167853352292,6.177985783024999,Negative,Good,Packaging was fine but the actual product had issues.,Package came way late. Not ordering from here again.
4250,6020,3670,2024-12-05 06:32:30.412051392,Incorrect Product,5.0,Unresolved,1.0239163985871669,8.22340895820211,Positive,Average,"Honestly, the product wasn't great. Wouldn't recommend it.",Got the wrong item... so frustrating! What a waste of time.
4251,6616,3550,2024-12-05 06:32:30.412051392,Quality Issue,19.0,Resolved,5.88930877046576,6.11270512176165,Positive,Poor,,"Arrived in a damaged box, not happy. Seriously?"
4252,5822,5307,2024-12-05 06:32:30.412051392,Quality Issue,27.0,Pending,1.9146928374460812,7.643509134663875,Negative,Good,Package came way late. Not ordering from here again.,Package came way late. Not ordering from here again.
4253,3643,6276,2024-12-05 06:32:30.412051392,Late Delivery,13.0,Unresolved,2.9033432252769695,6.838367560944835,Neutral,Poor,Packaging was fine but the actual product had issues.,"Honestly, the product wasn't great. Wouldn't recommend it."
4254,5839,6413,2024-12-05 06:32:30.412051392,Incorrect Product,16.0,Resolved,24.41784245557983,4.727934332955572,Negative,Good,"I dunno, but the product just wasn't what I thought. Disappointed.",Got the wrong item... so frustrating! What a waste of time.
4255,8699,6928,2024-12-05 06:32:30.412051392,Damaged Product,24.0,Pending,9.209154926254586,5.063597951358283,Positive,Excellent,,Got the wrong item... so frustrating! What a waste of time.
4256,10462,40,2024-12-05 06:32:30.412051392,Late Delivery,19.0,Unresolved,9.68136145510762,6.367313362874795,Positive,Poor,"Honestly, the product wasn't great. Wouldn't recommend it.","Took way too long to get fixed, but the service was okay I guess."
4257,3690,773,2024-12-05 06:32:30.412051392,Quality Issue,29.0,Resolved,6.9073724471390605,9.222441143493164,Neutral,Poor,"Honestly, the product wasn't great. Wouldn't recommend it.",The color was different from the online pictures. Product's okay but that's a letdown.
4258,4570,11002,2024-12-05 06:32:30.412051392,Incorrect Product,26.0,Resolved,9.995933261537543,8.164900859597832,Neutral,Average,Got the wrong item... so frustrating! What a waste of time.,The color was different from the online pictures. Product's okay but that's a letdown.
4259,1555,9902,2024-12-05 06:32:30.412051392,Incorrect Product,3.0,Pending,5.858150930677279,8.484255044298635,Neutral,Poor,Packaging was fine but the actual product had issues.,"Arrived in a damaged box, not happy. Seriously?"
4260,8042,10194,2024-12-05 06:32:30.412051392,Damaged Product,28.0,Resolved,9.189163847493713,3.3407671034045037,Positive,Poor,,"Arrived in a damaged box, not happy. Seriously?"
4261,5255,9188,2024-12-05 06:32:30.412051392,Damaged Product,12.0,Pending,2.3403660977665957,6.395594708304073,Neutral,Average,"Arrived in a damaged box, not happy. Seriously?",
4262,3846,8773,2024-12-05 06:32:30.412051392,Quality Issue,24.0,Resolved,8.080807185320145,4.587678362641277,Positive,Average,Package came way late. Not ordering from here again.,Got the wrong item... so frustrating! What a waste of time.
4263,6500,1733,2024-12-05 06:32:30.412051392,Incorrect Product,6.0,Resolved,5.630206286709982,2.962512928241754,Neutral,Good,"Took way too long to get fixed, but the service was okay I guess.","Arrived in a damaged box, not happy. Seriously?"
